Gene	H37-H37002-BG002179-ar-BG002179.quant.sf	H37-H37002-BG004281-ar-BG004281.quant.sf
EP300	86.001786	71.719642
EP300-AS1	0	0
EP400	36.481038	38.324511
EP400P1	20.850253	16.695059
EPAS1	246.646817	231.756801
EPB41	42.957952	68.287841
EPB41L1	24.48253	24.034934
EPB41L2	696.818571	501.387725
EPB41L3	148.734961	201.385677
EPB41L4A	28.106799	11.171455
EPB41L4A-AS1	7.815227	2.525235
EPB41L4A-DT	0	0
EPB41L4B	34.578507	24.471188
EPB41L5	30.172953	10.820732
EPB42	0.109395	0
EPC1	77.301525	70.05999
EPC2	67.848831	56.683639
EPCAM	791.650362	1140.102319
EPCAM-DT	0	0
EPDR1	30.684244	36.729776
EPG5	48.642314	35.843776
EPGN	0.933346	0.090639
EPHA1	4.63125	21.100642
EPHA1-AS1	0	0
EPHA10	4.490842	4.171688
EPHA2	58.445711	84.712527
EPHA3	21.082696	49.397943
EPHA4	35.48352	35.696563
EPHA5	0.354063	0.086358
EPHA5-AS1	0.039878	0
EPHA6	5.811669	0.870929
EPHA7	32.66231	0.554033
EPHA8	0.016008	0.036491
EPHB1	2.517912	13.640334
EPHB2	54.411382	109.787009
EPHB3	14.45512	14.855569
EPHB4	37.11829	71.388973
EPHB6	1.525032	2.597972
EPHX1	33.287693	33.687138
EPHX2	11.298732	9.968156
EPHX3	0.615286	0.447812
EPHX4	3.698692	1.707659
EPM2A	21.697239	13.259249
EPM2AIP1	51.778437	30.880803
EPN1	83.198108	101.272223
EPN2	57.108633	18.120217
EPN2-AS1	0	0
EPN3	0.211634	1.347158
EPO	0.026538	0
EPOP	1.681693	1.208848
EPOR	5.622226	1.829457
EPPIN	0	0
EPPIN-WFDC6	0	0
EPPK1	30.418015	70.328097
EPRS1	189.986813	183.275782
EPS15	106.364632	74.780895
EPS15-AS1	0	0
EPS15L1	51.239308	40.136525
EPS15P1	0	0
EPS8	200.508479	185.916421
EPS8L1	34.589836	21.252547
EPS8L2	64.946877	66.019877
EPS8L3	39.033183	56.410293
EPSTI1	43.601905	59.964899
EPX	0	0
EPYC	4.330417	6.997067
EQTN	0.622328	0.172731
ERAL1	14.090346	17.038203
ERAP1	175.201587	363.29159
ERAP2	33.204105	23.928734
ERAS	0	0.055002
ERBB2	35.716891	84.639682
ERBB3	259.408164	225.669925
ERBB4	0.275467	1.382664
ERBIN	175.81987	277.607204
ERC1	82.856725	61.292907
ERC2	0.699573	0.091305
ERC2-IT1	0	0
ERCC1	37.522463	45.048832
ERCC2	8.531865	32.372606
ERCC3	68.394832	69.657444
ERCC4	19.086561	22.878252
ERCC5	65.153433	42.536182
ERCC6	43.307367	43.486715
ERCC6L	2.91019	3.705562
ERCC6L2	41.349772	29.259914
ERCC8	24.946799	33.210154
ERCC8-AS1	0	0
EREG	2.680453	0.82385
ERF	63.246589	37.196307
ERFE	0.235147	0.9706
ERFL	0.041242	0
ERG	40.153341	36.031448
ERG28	12.576489	10.037732
ERGIC1	113.200363	101.569288
ERGIC2	130.006968	243.931161
ERGIC3	121.604848	195.883561
ERH	136.904235	121.613439
ERHP1	0	0
ERHP2	0	0
ERI1	22.810608	17.432169
ERI2	20.268216	23.244361
ERI3	23.512019	30.423349
ERI3-IT1	0	0
ERICD	0	0
ERICH1	43.438363	37.763016
ERICH2	0.692569	0
ERICH3	0.049546	0.024043
ERICH3-AS1	0	0
ERICH4	0	0.15679
ERICH5	0.476906	0.584938
ERICH6	0.233977	0.321934
ERICH6-AS1	0.106395	0.12453
ERICH6B	0	0
ERLEC1	77.545716	70.865389
ERLEC1P1	0	0
ERLIN1	24.702054	24.778505
ERLIN2	49.595212	45.000321
ERLNC1	0	0
ERMAP	13.037655	9.819968
ERMARD	26.614171	30.05422
ERMN	7.995347	4.939684
ERMP1	36.964244	53.027099
ERN1	27.462973	15.593428
ERN2	89.349518	113.318258
ERO1A	166.75933	97.770443
ERO1B	9.7576	15.799248
ERP27	2.317937	1.523376
ERP29	108.247306	109.097834
ERP29P1	0	0
ERP44	64.042472	51.862515
ERRFI1	240.40791	60.550477
ERV3-1	55.627322	43.642729
ERVE-1	0	0
ERVFRD-1	0.32366	0.019645
ERVFRD-3	0	0
ERVH-1	0	0
ERVH48-1	0	0
ERVK-28	0	0
ERVK13-1	3.398351	2.652823
ERVK3-1	16.756087	11.080109
ERVK9-11	0.024633	0.037385
ERVMER34-1	5.513824	8.543452
ERVV-1	0.152312	0.439234
ERVV-2	0.015314	0
ERVW-1	0.041875	0
ESAM	17.684039	19.341454
ESCO1	61.768448	46.882525
ESCO2	6.302046	9.152953
ESD	137.502745	138.322554
ESF1	49.828359	63.308489
ESM1	15.331776	43.987407
ESPL1	3.224823	6.081785
ESPN	10.381188	23.090729
ESPNL	0.266722	0.131636
ESPNP	0.705074	0.26182
ESR1	2.382639	3.424157
ESR2	1.723712	0.262913
ESRG	0	0
ESRP1	47.626069	34.656939
ESRP2	25.53616	24.987964
ESRRA	11.774612	21.597054
ESRRAP1	0	0
ESRRAP2	0	0
ESRRB	0.024062	0.036567
ESRRG	0.805295	0.21367
ESS2	7.584204	9.171202
ESX1	0	0
ESYT1	58.137513	37.719666
ESYT2	149.980286	91.610448
ESYT3	1.90187	0.62691
ETAA1	17.99204	9.793731
ETDA	0	0
ETDB	0	0
ETDC	0	0
ETF1	75.09796	96.418878
ETF1P1	0	0
ETF1P2	0.112023	0
ETF1P3	0	0
ETFA	567.58914	402.213137
ETFB	39.691074	51.148992
ETFBKMT	6.081491	6.892712
ETFDH	39.910772	33.522455
ETFRF1	47.326705	40.915567
ETHE1	58.977817	47.666543
ETNK1	164.588026	136.108605
ETNK2	3.258086	0.798804
ETNPPL	0	0
ETS1	226.488189	152.470041
ETS1-AS1	0	0
ETS2	147.885253	102.783323
ETS2P1	0	0
ETV1	43.993795	24.896124
ETV2	2.367192	1.503585
ETV3	62.980931	47.338266
ETV3L	0.024657	0
ETV4	19.934159	51.54329
ETV5	32.740676	23.238479
ETV5-AS1	0	0
ETV6	53.509915	39.261224
ETV7	5.175803	19.290553
ETV7-AS1	0	0
EVA1A	12.454644	10.152338
EVA1B	12.260136	11.165803
EVA1C	14.335236	17.826693
EVC	27.901831	33.910041
EVC2	14.378415	13.524521
EVI2A	63.628272	46.324447
EVI2B	119.936269	211.383198
EVI5	53.84108	25.002251
EVI5L	5.065424	6.590481
EVL	71.733239	88.932886
EVPL	6.309217	7.377255
EVPLL	0.108881	0.098861
EVX1	2.544907	2.006949
EVX1-AS	0.634351	0.156002
EVX2	0.009641	0
EWSAT1	0	0
EWSR1	151.744048	152.776068
EXD1	0.01849	0
EXD2	32.510469	12.51413
EXD3	8.45464	12.570961
EXO1	5.308605	7.618654
EXO5	16.092996	16.370854
EXOC1	93.549673	102.741515
EXOC1L	0	0
EXOC2	24.96653	22.325927
EXOC3	54.677116	58.643687
EXOC3-AS1	0.30191	0.58047
EXOC3L1	1.006716	1.251114
EXOC3L2	0.581219	1.705086
EXOC3L4	2.468288	15.495016
EXOC4	122.968727	139.290061
EXOC5	119.69564	53.740472
EXOC5P1	0	0.036566
EXOC6	27.438052	22.283035
EXOC6B	36.504051	25.124806
EXOC7	54.473393	84.420596
EXOC7P1	0	0
EXOC8	49.385421	33.973914
EXOG	28.30005	16.838545
EXOGP1	0	0
EXOSC1	27.900732	15.783858
EXOSC10	69.725241	76.911323
EXOSC10-AS1	0	0
EXOSC2	31.063394	32.916162
EXOSC3	89.851364	64.266157
EXOSC3P1	2.268828	0.195436
EXOSC3P2	0	0
EXOSC4	23.415149	23.840666
EXOSC5	16.504262	32.288315
EXOSC6	1.973904	3.1771
EXOSC7	52.404589	55.792189
EXOSC8	26.228711	20.618033
EXOSC9	30.398757	30.457648
EXPH5	29.055579	24.02844
EXT1	146.510233	90.356213
EXT2	69.633751	77.248502
EXTL1	0.212184	0.337592
EXTL2	19.963338	11.429942
EXTL2P1	0	0.270292
EXTL3	42.482291	22.09755
EXTL3-AS1	0	0
EYA1	1.065981	4.105845
EYA2	4.661216	5.154186
EYA3	35.868745	30.884224
EYA4	3.204457	13.098549
EYS	0.043663	0.005699
EZH1	82.47404	70.273807
EZH2	20.320744	20.093316
EZH2P1	0	0
EZHIP	0.114248	0
EZR	157.307736	200.375431
EZR-AS1	0	0
F10	1.982736	1.097088
F10-AS1	0	0
F11	0.06588	0
F11-AS1	0	0
F11R	119.570899	89.866935
F12	1.006629	2.549911
F13A1	50.645324	129.964853
F13B	0	0
F2	0	0
F2R	166.944334	102.351563
F2RL1	10.545237	10.862624
F2RL2	19.929204	5.041243
F2RL3	2.67403	0.486313
F3	93.47814	47.767755
F5	124.219116	54.119247
F7	0.213943	0.153514
F8	22.784905	16.83598
F8A1	0.461389	0
F8A2	0	0
F8A3	6.717877	10.27035
F9	0	0
FA2H	6.509451	14.514016
FAAH	9.564978	18.09561
FAAH2	10.79731	8.778591
FAAHP1	0	0
FAAP100	20.758628	17.91696
FAAP20	34.536495	40.81845
FAAP24	2.395268	2.691146
FABP1	30.225643	4.495481
FABP12	0	0
FABP12P1	0	0
FABP2	0.745106	0.115741
FABP3	22.959309	30.120786
FABP3P2	0	0
FABP4	277.987676	7.569219
FABP5	23.295836	28.904315
FABP5P1	0	0
FABP5P10	0	0
FABP5P11	0	0
FABP5P12	0	0
FABP5P13	0	0
FABP5P14	0	0
FABP5P15	0	0
FABP5P2	0	0
FABP5P3	0	0
FABP5P4	0	0
FABP5P5	0	0
FABP5P6	0	0
FABP5P7	0.436788	0.360789
FABP5P8	0	0
FABP5P9	6.07038	2.264294
FABP6	20.043258	50.679503
FABP6-AS1	0	0
FABP7	0	0.10025
FABP7P1	0	0
FABP7P2	0	0
FABP9	0	0
FADD	26.364481	28.807885
FADS1	25.425357	28.7951
FADS2	14.344574	26.18063
FADS2B	0	0
FADS3	16.91714	32.978278
FADS6	0	0.065515
FAF1	37.244305	31.444986
FAF1-AS1	0	0
FAF2	39.564241	27.888009
FAF2P1	0	0
FAH	11.787249	7.537355
FAHD1	32.372078	28.490986
FAHD2A	15.195139	16.662146
FAHD2B	8.320257	9.198468
FAHD2CP	3.457469	3.788443
FAHD2P1	0	0
FAIM	24.686637	18.151491
FAIM2	1.659465	6.300862
FALEC	0	0
FAM102A	105.441128	115.273594
FAM102B	48.401854	27.876149
FAM104A	44.054418	66.394165
FAM104B	19.204909	20.369865
FAM106A	1.670971	1.704354
FAM106C	6.08196	5.870866
FAM107A	11.516921	2.120164
FAM107B	101.424475	114.311266
FAM110A	3.686292	3.794073
FAM110B	17.139801	11.617981
FAM110C	11.255434	10.465292
FAM110D	2.201242	2.390842
FAM111A	146.904388	132.32366
FAM111A-DT	0.020788	0.437435
FAM111B	7.453856	21.664045
FAM114A1	164.626519	135.696583
FAM114A2	39.490601	25.766075
FAM117A	11.05111	19.423284
FAM117B	13.954019	7.147095
FAM118A	131.961301	86.998132
FAM118B	20.164422	14.915588
FAM120A	416.963365	491.797321
FAM120AOS	87.095042	53.952427
FAM120B	83.316393	105.796634
FAM120C	12.538683	7.431909
FAM122A	29.034801	36.428109
FAM122B	50.230332	32.705324
FAM122C	6.763554	6.129038
FAM124A	4.325234	2.225315
FAM124B	3.873469	4.767138
FAM126A	86.891717	110.061561
FAM126B	38.566481	24.410344
FAM131A	17.313015	7.684947
FAM131B	1.339388	12.956462
FAM131B-AS1	0	0
FAM131C	0.306202	0.539981
FAM133A	0.117506	0.316971
FAM133B	22.561959	10.266049
FAM133CP	0	0
FAM133DP	0	0
FAM133EP	0	0
FAM133FP	0	0
FAM133GP	0	0
FAM135A	41.700977	44.718708
FAM135A-AS1	0	0
FAM135B	0.160558	0.126597
FAM136A	36.602905	26.708797
FAM136BP	0	0
FAM138A	0	0
FAM138B	0	0
FAM138C	0	0
FAM138D	0	0
FAM138E	0	0
FAM138F	0	0
FAM13A	42.233841	41.811803
FAM13A-AS1	1.533071	1.577623
FAM13B	60.339824	51.997842
FAM13C	20.404571	31.75666
FAM149A	7.795627	8.298256
FAM149B1	39.173578	32.747101
FAM149B1P1	0.027525	0
FAM151A	0	0.516771
FAM151B	6.417911	7.551841
FAM153A	0.080783	0.581864
FAM153B	0.381086	0.099847
FAM153CP	0.00747	0.059892
FAM153DP	0	0
FAM155A	0.969096	0.763081
FAM155A-IT1	0	0
FAM155B	0.122378	0.061989
FAM156A	45.606405	42.160024
FAM156B	13.27357	19.273365
FAM157A	1.139043	2.48337
FAM157B	1.58507	4.81092
FAM157C	6.313041	6.3781
FAM160A1	7.380866	9.258836
FAM160A1-DT	0	0
FAM160A2	42.823625	52.533435
FAM160B1	41.218781	20.56965
FAM160B2	24.677286	32.975923
FAM161A	7.893183	7.141559
FAM161B	6.947026	5.839237
FAM162A	66.705186	54.552258
FAM162B	3.379088	2.889606
FAM163A	0.62773	0.021639
FAM163B	0	0
FAM166A	0.603697	0
FAM166B	0.819751	1.545468
FAM166C	7.186997	8.888715
FAM167A	0.587851	0.151585
FAM167A-AS1	0	0
FAM167B	2.303837	1.334504
FAM168A	45.670576	83.630244
FAM168B	88.059191	59.719114
FAM169A	6.224762	3.183711
FAM169B	0.174554	0.737947
FAM170A	0	0.132705
FAM170B	0	0
FAM170B-AS1	0	0
FAM171A1	29.330822	39.025744
FAM171A2	0.688831	1.480218
FAM171B	14.179921	14.720356
FAM172A	78.727439	72.504205
FAM172BP	0	0
FAM174A	9.307189	11.120641
FAM174B	37.025402	13.743733
FAM174C	37.161352	57.527128
FAM177A1	119.489433	124.415691
FAM177A1P1	0	0
FAM177B	2.198235	0
FAM178B	0.263119	0.187738
FAM180A	22.016974	8.933999
FAM180B	0.096929	0.779785
FAM181A	0	0
FAM181A-AS1	0	0
FAM181B	0.0829	0
FAM182A	0	0
FAM182B	0.58491	0.686304
FAM183A	0	0
FAM183BP	0.083471	0.126081
FAM183DP	0	0
FAM184A	8.309498	2.738137
FAM184B	0.023609	0.134698
FAM185A	19.038684	21.129379
FAM185BP	2.966929	3.617804
FAM186A	0	0
FAM186B	0.66218	1.535913
FAM187A	2.683057	2.888515
FAM187B	0.039591	0
FAM187B2P	0	0
FAM189A1	0.109198	0.091081
FAM189A2	7.57155	6.964879
FAM189B	8.59852	15.591174
FAM192BP	0.629801	0.115454
FAM193A	41.453565	37.3111
FAM193B	53.486254	76.020353
FAM193B-DT	0	0
FAM197Y1	0	0
FAM197Y2	0	0
FAM197Y3	0	0
FAM197Y4	0	0
FAM197Y5	0	0
FAM197Y6	0	0
FAM197Y7	0	0
FAM197Y8	0	0
FAM197Y9	0	0
FAM198B-AS1	2.145176	1.324681
FAM199X	88.14084	70.245934
FAM200A	10.651996	11.528494
FAM200B	61.928695	36.052662
FAM201A	10.268209	4.56926
FAM201B	0	0
FAM204A	51.305328	30.900565
FAM204BP	0	0
FAM204CP	0	0
FAM204DP	0	0
FAM205A	0.019066	0
FAM205BP	0	0
FAM205C	0	0
FAM207A	3.804515	5.068595
FAM207BP	0	0
FAM207CP	0	0
FAM209A	0.853428	0.649465
FAM209B	0.399262	0.831101
FAM20A	5.748962	28.344161
FAM20B	62.770965	43.877524
FAM20C	39.141752	69.962712
FAM210A	43.671555	26.201527
FAM210B	64.438631	40.635125
FAM210CP	0	0
FAM214A	63.991258	23.178654
FAM214B	17.451106	15.576163
FAM214BP1	0	0
FAM215A	0	0
FAM215B	0	0
FAM216A	7.506242	6.26969
FAM216B	0.263883	0
FAM217A	0	0
FAM217B	24.613917	15.253318
FAM218A	2.313001	2.760489
FAM218BP	0	0
FAM219A	22.984367	20.900467
FAM219B	64.025945	24.576637
FAM21EP	0.235587	0.165419
FAM21FP	0.295156	0.063061
FAM220A	15.080788	19.846238
FAM220BP	0	0
FAM220CP	0	0
FAM221A	30.619571	13.900251
FAM221B	0.043341	0
FAM222A	5.282628	7.692668
FAM222A-AS1	0	0
FAM222B	53.431735	76.402363
FAM223A	0	0
FAM223B	0.077598	0
FAM224A	0	0
FAM224B	0	0
FAM225A	0	0
FAM225B	0	0
FAM226B	0	0
FAM227A	5.282659	3.286348
FAM227B	4.155165	2.333516
FAM228A	1.573882	1.259973
FAM228B	22.549355	23.737222
FAM229A	5.65915	3.252897
FAM229B	14.952679	11.628268
FAM230A	0	0
FAM230B	0	0
FAM230C	0	0
FAM230D	0	0
FAM230E	0	0
FAM230F	0	0
FAM230G	0	0
FAM230H	0	0
FAM230I	0	0
FAM230J	0	0
FAM234A	44.267289	90.778293
FAM234B	5.217584	3.261572
FAM236A	0	0
FAM236B	0	0
FAM236C	0	0
FAM236D	0	0
FAM237A	0	0
FAM237B	0	0
FAM238A	0	0
FAM238B	0	0
FAM238C	0.211087	0
FAM240A	0	0
FAM240B	0	0
FAM240C	0	0
FAM241A	7.684276	4.109297
FAM241B	4.937736	4.70168
FAM242A	0	0
FAM242B	0	0
FAM242C	0	0
FAM242D	0	0
FAM242E	0	0
FAM242F	0	0
FAM243A	0	0
FAM243B	0	0
FAM245A	0	0
FAM245B	0	0
FAM246A	0	0
FAM246B	0	0
FAM246C	0	0
FAM247A	0	0
FAM247B	0	0
FAM24A	0	0
FAM24B	6.284149	6.172461
FAM25A	0	0
FAM25BP	0	0
FAM25C	0	0
FAM25E	0	0
FAM25G	0	0.788395
FAM27B	0	0
FAM27C	0.027426	0.023781
FAM27E3	0.027864	0
FAM27E5	0	0
FAM30A	0	0
FAM30B	0	0
FAM30C	0	0
FAM32A	80.398481	83.193241
FAM32BP	0	0
FAM32CP	0	0
FAM32DP	0	0
FAM32EP	0	0
FAM3A	17.832062	26.14909
FAM3B	0.118055	0
FAM3C	98.179625	130.418306
FAM3C2P	10.107876	13.258193
FAM3D	26.540957	86.526118
FAM3D-AS1	0.126393	0
FAM41AY1	0	0
FAM41AY2	0	0
FAM41C	0.163638	0
FAM43A	8.694198	4.880022
FAM43B	0.550664	2.00796
FAM47A	0	0
FAM47B	0	0
FAM47C	0.012464	0
FAM47DP	0	0
FAM47E	8.291104	4.033147
FAM47E-STBD1	8.826027	5.973195
FAM50A	40.521567	41.715417
FAM50B	6.004883	7.367554
FAM53A	0.705548	0.854536
FAM53B	15.653988	27.624154
FAM53B-AS1	0	0
FAM53C	26.8101	12.922663
FAM66A	0.325683	0
FAM66B	0.073163	0.016401
FAM66C	0.019682	0.048387
FAM66D	0.025651	0
FAM66E	0	0
FAM71A	0.165694	0
FAM71B	0	0
FAM71BP1	0	0
FAM71C	0	0
FAM71D	0.079996	0
FAM71E1	2.393104	5.544013
FAM71E2	0	0.726444
FAM71F1	0.055808	0.193104
FAM71F2	2.957588	4.607481
FAM72A	11.825898	13.024984
FAM72B	5.701873	7.805466
FAM72C	0.468147	0.313353
FAM72D	2.331316	3.638544
FAM74A1	0	0
FAM74A3	0	0
FAM74A4	0	0
FAM74A6	0	0
FAM74A7	0	0
FAM76A	21.500783	15.267039
FAM76B	46.837602	37.811674
FAM78A	6.515398	23.975357
FAM78B	6.243061	7.399088
FAM78B-AS1	0	0
FAM81A	13.580419	6.254517
FAM81B	0	0.108609
FAM83A	0.111394	0.873866
FAM83A-AS1	0	0
FAM83B	8.834261	15.876017
FAM83C	0	0.039488
FAM83C-AS1	0	0
FAM83D	41.74893	5.348951
FAM83E	5.791137	5.259441
FAM83F	3.408297	4.029194
FAM83G	9.509848	10.355439
FAM83H	44.339292	53.233447
FAM85B	0	0
FAM86B1	1.007215	0.111714
FAM86B2	0	0
FAM86B3P	0.598468	0.191294
FAM86C1P	1.027236	1.342923
FAM86C2P	0.727737	0.254262
FAM86DP	4.118913	2.209017
FAM86EP	0.894577	1.268069
FAM86FP	0	0
FAM86GP	0	0
FAM86HP	0.871226	0.182693
FAM86JP	0.135968	0.159421
FAM86KP	0	0
FAM86LP	0	0
FAM86MP	0	0
FAM87A	0	0
FAM87B	0	0
FAM89A	9.210246	6.164344
FAM89B	23.278841	29.653224
FAM8A1	45.490707	46.598566
FAM8A2P	0	0
FAM8A3P	0	0
FAM8A4P	0	0
FAM8A6P	0	0
FAM90A1	0	0
FAM90A10P	0	0
FAM90A11P	0	0
FAM90A12P	0	0
FAM90A13P	0	0
FAM90A14P	0	0
FAM90A15P	0	0
FAM90A16P	0	0
FAM90A17P	0	0
FAM90A18P	0	0
FAM90A19P	0	0
FAM90A20P	0	0
FAM90A21P	0	0
FAM90A22P	0	0
FAM90A23P	0	0
FAM90A24P	0	0
FAM90A25P	0	0
FAM90A26	0	0
FAM90A27P	0	0
FAM90A28P	0	0
FAM90A2P	0	0
FAM90A3P	0	0
FAM90A4P	0	0
FAM90A5P	0	0
FAM90A6P	0	0
FAM90A7P	0	0
FAM90A8P	0	0
FAM90A9P	0	0
FAM91A1	60.958033	35.981725
FAM91A2P	0	0.566018
FAM91A3P	0.033732	0
FAM95B1	0.025765	0
FAM95C	0.995962	0
FAM96AP1	0	0
FAM96AP2	0	0
FAM98A	70.55687	73.849867
FAM98B	56.859077	24.84053
FAM98C	15.015417	27.313781
FAM99A	0	0
FAM99B	0	0
FAM9A	0	0
FAM9B	0	0
FAM9C	0.024437	0
FAN1	42.618215	30.45297
FANCA	11.894044	8.75392
FANCB	5.136574	3.15302
FANCC	8.180361	6.223656
FANCD2	9.391107	21.069165
FANCD2OS	0	0
FANCD2P2	0	0
FANCE	1.26956	1.208945
FANCF	18.832167	12.668328
FANCG	9.880829	10.412843
FANCI	51.338678	42.602779
FANCL	37.549832	19.506955
FANCM	10.597545	10.480475
FANK1	8.751348	7.52227
FANK1-AS1	0	0
FAP	165.192628	99.74719
FAR1	179.673485	106.319784
FAR1-IT1	0	0
FAR1P1	0.533029	0.239673
FAR2	37.930369	30.894225
FAR2P1	0	0
FAR2P2	0.010179	0.015458
FAR2P3	0	0
FAR2P4	0.025199	0
FARP1	130.719056	82.124239
FARP1-AS1	0	0
FARP2	72.509166	55.744434
FARS2	23.31702	31.261807
FARSA	31.189929	57.276665
FARSA-AS1	0	0
FARSB	18.388653	15.044833
FARSBP1	0	0
FAS	141.296865	175.573294
FASLG	1.038671	2.666466
FASN	38.226885	34.922887
FASTK	21.48547	42.330581
FASTKD1	45.991181	33.802739
FASTKD2	47.931703	18.537227
FASTKD3	16.193313	19.246145
FASTKD5	36.443488	23.097676
FAT1	466.663141	506.095111
FAT1P1	0	0
FAT2	0.026864	0.044981
FAT3	10.364824	1.830813
FAT4	43.805348	20.603944
FATE1	0.089497	0
FAU	486.384991	401.632828
FAUP1	0	0.272753
FAUP2	0	0
FAXC	17.641015	1.108195
FAXDC2	32.69084	16.645472
FBF1	4.839863	8.943226
FBH1	71.393606	50.208652
FBL	122.082954	124.872532
FBLIM1	65.755232	36.20299
FBLIM1P1	0	0
FBLIM1P2	0	0
FBLL1	0.172099	0.311316
FBLN1	236.989361	397.480144
FBLN2	36.62486	71.516796
FBLN5	48.257294	52.596131
FBLN7	3.504723	9.890191
FBN1	385.448014	595.082179
FBN2	4.622953	5.474707
FBN3	0.0607	0.052771
FBP1	43.632228	52.327904
FBP2	0.034236	0.051612
FBP2P1	0	0
FBRS	95.185359	60.447697
FBRSL1	10.69804	12.071628
FBXL12	30.244717	38.081075
FBXL12P1	0	0
FBXL13	2.243622	3.911914
FBXL14	13.47959	18.843585
FBXL15	3.46105	3.377459
FBXL16	10.522062	20.327672
FBXL17	38.017396	40.173511
FBXL18	14.616784	17.52749
FBXL19	13.129531	18.008946
FBXL19-AS1	0.051452	0
FBXL2	15.346661	7.849742
FBXL20	24.56061	20.209304
FBXL21P	0	0
FBXL22	4.000296	0.507636
FBXL3	62.267879	49.241227
FBXL4	32.837058	31.676798
FBXL5	179.13827	148.839057
FBXL6	9.085346	11.922063
FBXL7	23.373771	25.754531
FBXL8	31.336579	27.338875
FBXO10	5.505299	4.918488
FBXO11	173.465069	143.313417
FBXO15	0.377818	0
FBXO16	3.719106	5.789625
FBXO17	7.847641	3.266698
FBXO2	0.537886	1.117196
FBXO21	30.150821	18.308879
FBXO22	81.265758	50.487072
FBXO24	0.480173	0.081996
FBXO25	20.82653	17.370877
FBXO27	2.178532	1.088047
FBXO28	67.908593	45.995397
FBXO3	69.074422	36.153571
FBXO3-DT	0	0
FBXO30	23.857972	13.039549
FBXO30-DT	0.832388	0.390155
FBXO31	41.265711	30.192092
FBXO32	328.521597	71.181259
FBXO33	24.142806	20.921944
FBXO34	90.620947	68.136411
FBXO36	5.447539	3.928414
FBXO36-IT1	0	0
FBXO36P1	0	0
FBXO38	70.226477	51.284091
FBXO39	1.097177	1.105421
FBXO4	17.319431	8.869144
FBXO40	0.028203	0.225077
FBXO41	6.192075	5.287753
FBXO42	25.693982	17.483973
FBXO43	0.42901	0.5953
FBXO44	8.856271	15.842452
FBXO45	33.080125	22.58947
FBXO46	17.909952	33.794684
FBXO47	0.036803	0.027876
FBXO48	1.907292	1.492328
FBXO5	11.808174	18.953415
FBXO6	6.434266	12.819316
FBXO7	150.64593	84.506404
FBXO8	18.668856	12.812162
FBXO9	61.31077	47.502995
FBXW10	0.440306	0.314766
FBXW11	48.329922	44.985653
FBXW11P1	0.3659	0
FBXW12	0	0.063943
FBXW2	149.482448	127.640461
FBXW4	43.834005	42.935899
FBXW4P1	1.082016	0.258758
FBXW5	88.717393	139.695641
FBXW7	170.830447	105.359307
FBXW7-AS1	0	0
FBXW8	12.595036	10.805964
FBXW9	3.19214	3.798558
FCAMR	0.105196	0.727312
FCAR	2.217031	1.237698
FCER1A	1.897885	2.491202
FCER1G	104.627044	113.691652
FCER2	0.663356	0.587957
FCF1	87.599682	71.606096
FCF1P1	0	0
FCF1P10	0	0
FCF1P2	0	0
FCF1P3	0	0
FCF1P4	0	0
FCF1P5	0	0
FCF1P6	0	0
FCF1P7	0	0
FCF1P8	0	0
FCF1P9	0	0
FCGBP	5.086024	9.855427
FCGR1A	17.210373	43.120957
FCGR1B	10.872056	20.765338
FCGR1CP	2.491086	6.744993
FCGR2A	90.226816	228.143847
FCGR2B	16.884881	62.863752
FCGR2C	50.238484	195.512761
FCGR3A	163.714437	411.767067
FCGR3B	13.720025	3.67131
FCGRT	56.090952	76.902705
FCHO1	19.475254	27.804712
FCHO2	59.825499	53.678736
FCHSD1	15.584888	15.842062
FCHSD2	71.064841	42.564825
FCMR	15.318094	23.67971
FCN1	1.617036	1.047273
FCN2	0.135825	0
FCN3	0.58949	1.55052
FCRL1	2.607404	1.126035
FCRL2	1.510634	0.411819
FCRL3	2.249744	4.570603
FCRL4	0.094595	0.087107
FCRL5	6.08057	1.141365
FCRL6	0.464854	0.26557
FCRLA	1.300426	0.534087
FCRLB	0.673044	0.593833
FCSK	7.695348	8.265468
FDCSP	2.171692	3.372288
FDFT1	75.410194	80.476798
FDPS	52.373972	62.890643
FDPSP1	0	0
FDPSP2	0	0
FDPSP3	0	0
FDPSP4	0	0
FDPSP5	0	0
FDPSP6	0	0
FDPSP7	0	0
FDPSP8	0	0
FDX1	12.480007	7.148271
FDX1P1	0	0
FDX1P2	0	0
FDX2	16.681714	28.426672
FDXACB1	3.364122	2.730695
FDXR	2.704081	4.121604
FECH	40.253964	49.622466
FECHP1	0	0
FEM1A	1.777727	4.637734
FEM1AP1	0	0
FEM1AP2	0	0
FEM1AP3	0	0
FEM1AP4	0	0
FEM1B	124.138123	78.619128
FEM1C	55.324636	36.937886
FEN1	10.935538	19.75662
FEN1P1	0	0
FENDRR	0.172737	0
FER	88.848318	75.530527
FER1L4	0.09928	0
FER1L5	0.069076	0.178907
FER1L6	4.81024	0.430781
FER1L6-AS1	0	0
FER1L6-AS2	0	0
FERD3L	0	0
FERMT1	100.438006	107.383358
FERMT2	247.469174	131.77742
FERMT3	10.965469	23.081809
FERP1	0	0
FES	23.508185	27.575191
FETUB	0.232391	0.096909
FEV	0.032229	0.145846
FEZ1	36.001452	22.53096
FEZ2	71.994986	53.000679
