member_ensembl_gene_id,canonical_ensembl_gene_id,canonical_symbol,group_size
ENSG00000238126,ENSG00000230622,UQCRHP1,6
ENSG00000230699,ENSG00000230699,,2
ENSG00000272438,ENSG00000230699,,2
ENSG00000230700,ENSG00000230700,CSNK2B,2
ENSG00000232960,ENSG00000230700,CSNK2B,2
ENSG00000230742,ENSG00000230742,OR5V1,3
ENSG00000240130,ENSG00000230742,OR5V1,3
ENSG00000242289,ENSG00000230742,OR5V1,3
ENSG00000230752,ENSG00000230752,OR2U1P,3
ENSG00000233168,ENSG00000230752,OR2U1P,3
ENSG00000236918,ENSG00000230752,OR2U1P,3
ENSG00000230763,ENSG00000230763,HLA-DPB1,2
ENSG00000236693,ENSG00000230763,HLA-DPB1,2
ENSG00000230821,ENSG00000230821,ASH2LP4,2
ENSG00000280754,ENSG00000230821,ASH2LP4,2
ENSG00000230878,ENSG00000230878,HLA-DPA2,2
ENSG00000234260,ENSG00000230878,HLA-DPA2,2
ENSG00000230904,ENSG00000230904,XKRYP2,2
ENSG00000238067,ENSG00000230904,XKRYP2,2
ENSG00000230931,ENSG00000230931,GXYLT1P1,2
ENSG00000282037,ENSG00000230931,GXYLT1P1,2
ENSG00000230964,ENSG00000230964,,2
ENSG00000276118,ENSG00000230964,,2
ENSG00000231103,ENSG00000231103,PRAMEF30P,2
ENSG00000282116,ENSG00000231103,PRAMEF30P,2
ENSG00000231129,ENSG00000231129,ABCF1,2
ENSG00000236342,ENSG00000231129,ABCF1,2
ENSG00000231136,ENSG00000231136,,2
ENSG00000261847,ENSG00000231136,,2
ENSG00000231141,ENSG00000231141,TTTY3,2
ENSG00000280961,ENSG00000231141,TTTY3,2
ENSG00000231219,ENSG00000231219,PRAMEF32P,2
ENSG00000282216,ENSG00000231219,PRAMEF32P,2
ENSG00000231225,ENSG00000231225,MICA,2
ENSG00000233051,ENSG00000231225,MICA,2
ENSG00000231271,ENSG00000231271,,2
ENSG00000280601,ENSG00000231271,,2
ENSG00000206519,ENSG00000231301,RPL13AP,5
ENSG00000224146,ENSG00000231301,RPL13AP,5
ENSG00000227961,ENSG00000231301,RPL13AP,5
ENSG00000230181,ENSG00000231301,RPL13AP,5
ENSG00000231301,ENSG00000231301,RPL13AP,5
ENSG00000231350,ENSG00000231350,C6orf205,2
ENSG00000237962,ENSG00000231350,C6orf205,2
ENSG00000231355,ENSG00000231355,,2
ENSG00000263314,ENSG00000231355,,2
ENSG00000224103,ENSG00000231389,HLA-DPA1,3
ENSG00000229685,ENSG00000231389,HLA-DPA1,3
ENSG00000231389,ENSG00000231389,HLA-DPA1,3
ENSG00000229103,ENSG00000231402,WASF5P,3
ENSG00000231402,ENSG00000231402,WASF5P,3
ENSG00000231433,ENSG00000231402,WASF5P,3
ENSG00000231430,ENSG00000231430,HCG4P8,2
ENSG00000232122,ENSG00000231430,HCG4P8,2
ENSG00000223894,ENSG00000231461,HLA-DPA2,2
ENSG00000231461,ENSG00000231461,HLA-DPA2,2
ENSG00000231488,ENSG00000231488,ABHD16A,3
ENSG00000235676,ENSG00000231488,ABHD16A,3
ENSG00000236063,ENSG00000231488,ABHD16A,3
ENSG00000096150,ENSG00000231500,RPS18,5
ENSG00000223367,ENSG00000231500,RPS18,5
ENSG00000226225,ENSG00000231500,RPS18,5
ENSG00000231500,ENSG00000231500,RPS18,5
ENSG00000235650,ENSG00000231500,RPS18,5
ENSG00000231512,ENSG00000231512,SEPTIN14P21,2
ENSG00000282831,ENSG00000231512,SEPTIN14P21,2
ENSG00000231558,ENSG00000231558,HLA-DOA,2
ENSG00000235744,ENSG00000231558,HLA-DOA,2
ENSG00000231587,ENSG00000231587,SNORD62B,2
ENSG00000235284,ENSG00000231587,SNORD62B,2
ENSG00000231596,ENSG00000231596,HLA-DQB3,2
ENSG00000234510,ENSG00000231596,HLA-DQB3,2
ENSG00000231647,ENSG00000231647,DDX39B-AS1,4
ENSG00000234082,ENSG00000231647,DDX39B-AS1,4
ENSG00000236019,ENSG00000231647,DDX39B-AS1,4
ENSG00000238071,ENSG00000231647,DDX39B-AS1,4
ENSG00000231656,ENSG00000231656,FAM90A18P,4
ENSG00000237122,ENSG00000231656,FAM90A18P,4
ENSG00000285657,ENSG00000231656,FAM90A18P,4
ENSG00000285913,ENSG00000231656,FAM90A18P,4
ENSG00000231719,ENSG00000231719,MCCD1P2,4
ENSG00000231745,ENSG00000231719,MCCD1P2,4
ENSG00000235340,ENSG00000231719,MCCD1P2,4
ENSG00000236203,ENSG00000231719,MCCD1P2,4
ENSG00000231746,ENSG00000231746,RPL13P,2
ENSG00000234904,ENSG00000231746,RPL13P,2
ENSG00000231758,ENSG00000231758,ARHGAP15-AS1,2
ENSG00000257277,ENSG00000231758,ARHGAP15-AS1,2
ENSG00000231827,ENSG00000231827,,2
ENSG00000262299,ENSG00000231827,,2
ENSG00000231874,ENSG00000231874,TSPY18P,2
ENSG00000234583,ENSG00000231874,TSPY18P,2
ENSG00000231877,ENSG00000231877,,2
ENSG00000234464,ENSG00000231877,,2
ENSG00000231897,ENSG00000231897,MARK2P14,2
ENSG00000266576,ENSG00000231897,MARK2P14,2
ENSG00000231949,ENSG00000231949,,2
ENSG00000281104,ENSG00000231949,,2
ENSG00000232017,ENSG00000232017,ZNF90P2,2
ENSG00000232997,ENSG00000232017,ZNF90P2,2
ENSG00000232026,ENSG00000232026,XXbac-BPG254F23.7,2
ENSG00000237577,ENSG00000232026,XXbac-BPG254F23.7,2
ENSG00000232029,ENSG00000232029,ELOCP15,2
ENSG00000234131,ENSG00000232029,ELOCP15,2
ENSG00000232045,ENSG00000232045,EHMT2,2
ENSG00000238134,ENSG00000232045,EHMT2,2
ENSG00000225955,ENSG00000232173,OR2H5P,5
ENSG00000226796,ENSG00000232173,OR2H5P,5
ENSG00000229469,ENSG00000232173,OR2H5P,5
ENSG00000232173,ENSG00000232173,OR2H5P,5
ENSG00000235630,ENSG00000232173,OR2H5P,5
ENSG00000232325,ENSG00000232325,,3
ENSG00000281993,ENSG00000232325,,3
ENSG00000282645,ENSG00000232325,,3
ENSG00000232331,ENSG00000232331,HLA-K,2
ENSG00000233964,ENSG00000232331,HLA-K,2
ENSG00000232487,ENSG00000232487,RASA3-IT1,2
ENSG00000280531,ENSG00000232487,RASA3-IT1,2
ENSG00000225188,ENSG00000232505,XXbac-BPG308J9.3,5
ENSG00000230089,ENSG00000232505,XXbac-BPG308J9.3,5
ENSG00000232505,ENSG00000232505,XXbac-BPG308J9.3,5
ENSG00000233950,ENSG00000232505,XXbac-BPG308J9.3,5
ENSG00000235273,ENSG00000232505,XXbac-BPG308J9.3,5
ENSG00000232543,ENSG00000232543,IGHD4-11,4
ENSG00000233655,ENSG00000232543,IGHD4-11,4
ENSG00000281940,ENSG00000232543,IGHD4-11,4
ENSG00000282227,ENSG00000232543,IGHD4-11,4
ENSG00000226165,ENSG00000232629,HLA-DQB2,2
ENSG00000232629,ENSG00000232629,HLA-DQB2,2
ENSG00000232640,ENSG00000232640,,2
ENSG00000281625,ENSG00000232640,,2
ENSG00000232710,ENSG00000232710,,3
ENSG00000262303,ENSG00000232710,,3
ENSG00000280705,ENSG00000232710,,3
ENSG00000228765,ENSG00000232757,ETF1P1,2
ENSG00000232757,ENSG00000232757,ETF1P1,2
ENSG00000232832,ENSG00000232832,LMLN-AS1,2
ENSG00000291192,ENSG00000232832,LMLN-AS1,2
ENSG00000232869,ENSG00000232869,TRBV29-1,2
ENSG00000282628,ENSG00000232869,TRBV29-1,2
ENSG00000232920,ENSG00000232920,LINC01400,2
ENSG00000260100,ENSG00000232920,LINC01400,2
ENSG00000232948,ENSG00000232948,DEFB130A,2
ENSG00000233050,ENSG00000232948,DEFB130A,2
ENSG00000232985,ENSG00000232985,,2
ENSG00000287361,ENSG00000232985,,2
ENSG00000233025,ENSG00000233025,CRYZP1,2
ENSG00000282789,ENSG00000233025,CRYZP1,2
ENSG00000233029,ENSG00000233029,,2
ENSG00000291123,ENSG00000233029,,2
ENSG00000233043,ENSG00000233043,HCG24,2
ENSG00000238100,ENSG00000233043,HCG24,2
ENSG00000233079,ENSG00000233079,LINC01755,2
ENSG00000234810,ENSG00000233079,LINC01755,2
ENSG00000233080,ENSG00000233080,LINC01399,2
ENSG00000243453,ENSG00000233080,LINC01399,2
ENSG00000233176,ENSG00000233176,OR7E157P,2
ENSG00000280960,ENSG00000233176,OR7E157P,2
ENSG00000233222,ENSG00000233222,,2
ENSG00000263275,ENSG00000233222,,2
ENSG00000233224,ENSG00000233224,HIST1H2AM,2
ENSG00000278677,ENSG00000233224,HIST1H2AM,2
ENSG00000232253,ENSG00000233265,MICF,6
ENSG00000233265,ENSG00000233265,MICF,6
ENSG00000234364,ENSG00000233265,MICF,6
ENSG00000235498,ENSG00000233265,MICF,6
ENSG00000235536,ENSG00000233265,MICF,6
ENSG00000285799,ENSG00000233265,MICF,6
ENSG00000233336,ENSG00000233336,,2
ENSG00000282341,ENSG00000233336,,2
ENSG00000233345,ENSG00000233345,MSH5,2
ENSG00000237333,ENSG00000233345,MSH5,2
ENSG00000233365,ENSG00000233365,,2
ENSG00000280765,ENSG00000233365,,2
ENSG00000229714,ENSG00000233366,ZNF90P2,3
ENSG00000233366,ENSG00000233366,ZNF90P2,3
ENSG00000236614,ENSG00000233366,ZNF90P2,3
ENSG00000233455,ENSG00000233455,,2
ENSG00000281552,ENSG00000233455,,2
ENSG00000233462,ENSG00000233462,RPL7AP7,2
ENSG00000237554,ENSG00000233462,RPL7AP7,2
ENSG00000233466,ENSG00000233466,MICC,2
ENSG00000237034,ENSG00000233466,MICC,2
ENSG00000233509,ENSG00000233509,ZNF197-AS1,2
ENSG00000280907,ENSG00000233509,ZNF197-AS1,2
ENSG00000223454,ENSG00000233529,HCG21,2
ENSG00000233529,ENSG00000233529,HCG21,2
ENSG00000233559,ENSG00000233559,LINC00513,2
ENSG00000273319,ENSG00000233559,LINC00513,2
ENSG00000233566,ENSG00000233566,LINC01556,2
ENSG00000237313,ENSG00000233566,LINC01556,2
ENSG00000233584,ENSG00000233584,HLA-DPB2,2
ENSG00000234834,ENSG00000233584,HLA-DPB2,2
ENSG00000233599,ENSG00000233599,TRIM15,3
ENSG00000235259,ENSG00000233599,TRIM15,3
ENSG00000235960,ENSG00000233599,TRIM15,3
ENSG00000233625,ENSG00000233625,,2
ENSG00000262802,ENSG00000233625,,2
ENSG00000233656,ENSG00000233656,,2
ENSG00000242753,ENSG00000233656,,2
ENSG00000225926,ENSG00000233677,DDX39BP1,3
ENSG00000229364,ENSG00000233677,DDX39BP1,3
ENSG00000233677,ENSG00000233677,DDX39BP1,3
ENSG00000233752,ENSG00000233752,RPL21P36,2
ENSG00000278476,ENSG00000233752,RPL21P36,2
ENSG00000233788,ENSG00000233788,SPATA31A5,2
ENSG00000276581,ENSG00000233788,SPATA31A5,2
ENSG00000233826,ENSG00000233826,XXbac-BPG308K3.5,7
ENSG00000235460,ENSG00000233826,XXbac-BPG308K3.5,7
ENSG00000235668,ENSG00000233826,XXbac-BPG308K3.5,7
ENSG00000237006,ENSG00000233826,XXbac-BPG308K3.5,7
ENSG00000272793,ENSG00000233826,XXbac-BPG308K3.5,7
ENSG00000272907,ENSG00000233826,XXbac-BPG308K3.5,7
ENSG00000273040,ENSG00000233826,XXbac-BPG308K3.5,7
ENSG00000233871,ENSG00000233871,DLG5-AS1,2
ENSG00000282770,ENSG00000233871,DLG5-AS1,2
ENSG00000229898,ENSG00000233916,ZDHHC20P1,2
ENSG00000233916,ENSG00000233916,ZDHHC20P1,2
ENSG00000233930,ENSG00000233930,KRTAP5-AS1,2
ENSG00000281801,ENSG00000233930,KRTAP5-AS1,2
ENSG00000233942,ENSG00000233942,,2
ENSG00000290101,ENSG00000233942,,2
ENSG00000234057,ENSG00000234057,XXbac-BPG249D20.9,2
ENSG00000235801,ENSG00000234057,XXbac-BPG249D20.9,2
ENSG00000234064,ENSG00000234064,PRAMEF29P,2
ENSG00000282549,ENSG00000234064,PRAMEF29P,2
ENSG00000234081,ENSG00000234081,ELOCP10,2
ENSG00000270535,ENSG00000234081,ELOCP10,2
ENSG00000234100,ENSG00000234100,OR14J1,4
ENSG00000234195,ENSG00000234100,OR14J1,4
ENSG00000236927,ENSG00000234100,OR14J1,4
ENSG00000237777,ENSG00000234100,OR14J1,4
ENSG00000234116,ENSG00000234116,,2
ENSG00000280891,ENSG00000234116,,2
ENSG00000234149,ENSG00000234149,,2
ENSG00000281770,ENSG00000234149,,2
ENSG00000234216,ENSG00000234216,HNRNPA1P2,2
ENSG00000237295,ENSG00000234216,HNRNPA1P2,2
ENSG00000234340,ENSG00000234340,,2
ENSG00000262752,ENSG00000234340,,2
ENSG00000234402,ENSG00000234402,ELK2BP,2
ENSG00000282219,ENSG00000234402,ELK2BP,2
ENSG00000234436,ENSG00000234436,,2
ENSG00000278402,ENSG00000234436,,2
ENSG00000234461,ENSG00000234461,XXbac-BPG118E17.9,2
ENSG00000237108,ENSG00000234461,XXbac-BPG118E17.9,2
ENSG00000234470,ENSG00000234470,DASS-23B5.2,2
ENSG00000237120,ENSG00000234470,DASS-23B5.2,2
ENSG00000234477,ENSG00000234477,,2
ENSG00000262487,ENSG00000234477,,2
ENSG00000234494,ENSG00000234494,SP2-AS1,2
ENSG00000264920,ENSG00000234494,SP2-AS1,2
ENSG00000234502,ENSG00000234502,FYTTD1P1,2
ENSG00000282345,ENSG00000234502,FYTTD1P1,2
ENSG00000234664,ENSG00000234664,HMGN2P5,2
ENSG00000272101,ENSG00000234664,HMGN2P5,2
ENSG00000234681,ENSG00000234681,HCG4P8,2
ENSG00000277480,ENSG00000234681,HCG4P8,2
ENSG00000234749,ENSG00000234749,FAM90A21P,2
ENSG00000281150,ENSG00000234749,FAM90A21P,2
ENSG00000234807,ENSG00000234807,JUN-DT,2
ENSG00000237352,ENSG00000234807,JUN-DT,2
ENSG00000234812,ENSG00000234812,,2
ENSG00000276257,ENSG00000234812,,2
ENSG00000234852,ENSG00000234852,ZBTB12,2
ENSG00000237900,ENSG00000234852,ZBTB12,2
ENSG00000234859,ENSG00000234859,,2
ENSG00000262603,ENSG00000234859,,2
ENSG00000234958,ENSG00000234958,FABP5P13,3
ENSG00000280877,ENSG00000234958,FABP5P13,3
ENSG00000280935,ENSG00000234958,FABP5P13,3
ENSG00000234979,ENSG00000234979,,2
ENSG00000281401,ENSG00000234979,,2
ENSG00000234993,ENSG00000234993,CUBNP2,2
ENSG00000273495,ENSG00000234993,CUBNP2,2
ENSG00000235015,ENSG00000235015,GEMIN2P1,2
ENSG00000262767,ENSG00000235015,GEMIN2P1,2
ENSG00000235022,ENSG00000235022,RNF39,2
ENSG00000236967,ENSG00000235022,RNF39,2
ENSG00000235069,ENSG00000235069,,2
ENSG00000281805,ENSG00000235069,,2
ENSG00000235181,ENSG00000235181,,2
ENSG00000276983,ENSG00000235181,,2
ENSG00000235209,ENSG00000235209,,2
ENSG00000262453,ENSG00000235209,,2
ENSG00000223771,ENSG00000235238,SUMO2P1,8
ENSG00000228130,ENSG00000235238,SUMO2P1,8
ENSG00000229210,ENSG00000235238,SUMO2P1,8
ENSG00000230888,ENSG00000235238,SUMO2P1,8
ENSG00000234528,ENSG00000235238,SUMO2P1,8
ENSG00000235238,ENSG00000235238,SUMO2P1,8
ENSG00000235666,ENSG00000235238,SUMO2P1,8
ENSG00000236971,ENSG00000235238,SUMO2P1,8
ENSG00000225459,ENSG00000235301,HLA-Z,8
ENSG00000226691,ENSG00000235301,HLA-Z,8
ENSG00000228498,ENSG00000235301,HLA-Z,8
ENSG00000228785,ENSG00000235301,HLA-Z,8
ENSG00000233053,ENSG00000235301,HLA-Z,8
ENSG00000235301,ENSG00000235301,HLA-Z,8
ENSG00000237334,ENSG00000235301,HLA-Z,8
ENSG00000237871,ENSG00000235301,HLA-Z,8
ENSG00000235346,ENSG00000235346,HLA-G,2
ENSG00000237216,ENSG00000235346,HLA-G,2
ENSG00000235358,ENSG00000235358,SCMH1-DT,2
ENSG00000287400,ENSG00000235358,SCMH1-DT,2
ENSG00000235443,ENSG00000235443,ZNRD1,2
ENSG00000236949,ENSG00000235443,ZNRD1,2
ENSG00000230511,ENSG00000235559,NOP56P1,5
ENSG00000235559,ENSG00000235559,NOP56P1,5
ENSG00000272603,ENSG00000235559,NOP56P1,5
ENSG00000273083,ENSG00000235559,NOP56P1,5
ENSG00000273323,ENSG00000235559,NOP56P1,5
ENSG00000227856,ENSG00000235663,SAPCD1-AS1,5
ENSG00000235663,ENSG00000235663,SAPCD1-AS1,5
ENSG00000235765,ENSG00000235663,SAPCD1-AS1,5
ENSG00000236912,ENSG00000235663,SAPCD1-AS1,5
ENSG00000238017,ENSG00000235663,SAPCD1-AS1,5
ENSG00000235687,ENSG00000235687,LINC00993,2
ENSG00000240800,ENSG00000235687,LINC00993,2
ENSG00000235805,ENSG00000235805,SOCS5P3,2
ENSG00000280872,ENSG00000235805,SOCS5P3,2
ENSG00000233298,ENSG00000235821,IFITM4P,2
ENSG00000235821,ENSG00000235821,IFITM4P,2
ENSG00000235825,ENSG00000235825,FAM90A9P,2
ENSG00000285607,ENSG00000235825,FAM90A9P,2
ENSG00000235845,ENSG00000235845,,2
ENSG00000280701,ENSG00000235845,,2
ENSG00000235857,ENSG00000235857,CTBP2P1,2
ENSG00000281211,ENSG00000235857,CTBP2P1,2
ENSG00000236008,ENSG00000236008,LINC01814,2
ENSG00000236790,ENSG00000236008,LINC01814,2
ENSG00000236041,ENSG00000236041,COX6CP18,2
ENSG00000282441,ENSG00000236041,COX6CP18,2
ENSG00000236170,ENSG00000236170,IGHD1-1,2
ENSG00000282714,ENSG00000236170,IGHD1-1,2
ENSG00000236173,ENSG00000236173,,2
ENSG00000281249,ENSG00000236173,,2
ENSG00000236179,ENSG00000236179,PRAMEF35P,2
ENSG00000282562,ENSG00000236179,PRAMEF35P,2
ENSG00000236234,ENSG00000236234,,2
ENSG00000282325,ENSG00000236234,,2
ENSG00000223560,ENSG00000236405,UBQLN1P1,5
ENSG00000230441,ENSG00000236405,UBQLN1P1,5
ENSG00000231659,ENSG00000236405,UBQLN1P1,5
ENSG00000232473,ENSG00000236405,UBQLN1P1,5
ENSG00000236405,ENSG00000236405,UBQLN1P1,5
ENSG00000236427,ENSG00000236427,CCDST,2
ENSG00000237975,ENSG00000236427,CCDST,2
ENSG00000225659,ENSG00000236475,TRIM26BP,4
ENSG00000235923,ENSG00000236475,TRIM26BP,4
ENSG00000236475,ENSG00000236475,TRIM26BP,4
ENSG00000249434,ENSG00000236475,TRIM26BP,4
ENSG00000236597,ENSG00000236597,IGHD7-27,2
ENSG00000282455,ENSG00000236597,IGHD7-27,2
ENSG00000224554,ENSG00000236603,RANP1,4
ENSG00000227703,ENSG00000236603,RANP1,4
ENSG00000229038,ENSG00000236603,RANP1,4
ENSG00000236603,ENSG00000236603,RANP1,4
ENSG00000236624,ENSG00000236624,CCDC163P,2
ENSG00000280670,ENSG00000236624,CCDC163P,2
ENSG00000236660,ENSG00000236660,FAM90A7P,3
ENSG00000281040,ENSG00000236660,FAM90A7P,3
ENSG00000285975,ENSG00000236660,FAM90A7P,3
ENSG00000236675,ENSG00000236675,MTX1LP,2
ENSG00000263037,ENSG00000236675,MTX1LP,2
ENSG00000229100,ENSG00000236909,OR2P1P,5
ENSG00000233019,ENSG00000236909,OR2P1P,5
ENSG00000235195,ENSG00000236909,OR2P1P,5
ENSG00000236909,ENSG00000236909,OR2P1P,5
ENSG00000237608,ENSG00000236909,OR2P1P,5
ENSG00000237020,ENSG00000237020,IGHD1-20,2
ENSG00000282592,ENSG00000237020,IGHD1-20,2
ENSG00000224355,ENSG00000237042,MICG,8
ENSG00000225763,ENSG00000237042,MICG,8
ENSG00000229461,ENSG00000237042,MICG,8
ENSG00000229499,ENSG00000237042,MICG,8
ENSG00000229995,ENSG00000237042,MICG,8
ENSG00000233592,ENSG00000237042,MICG,8
ENSG00000235714,ENSG00000237042,MICG,8
ENSG00000237042,ENSG00000237042,MICG,8
ENSG00000237111,ENSG00000237111,IGHJ3P,2
ENSG00000282541,ENSG00000237111,IGHJ3P,2
ENSG00000237182,ENSG00000237182,,2
ENSG00000237717,ENSG00000237182,,2
ENSG00000237183,ENSG00000237183,KRTAP9-10P,3
ENSG00000263103,ENSG00000237183,KRTAP9-10P,3
ENSG00000263115,ENSG00000237183,KRTAP9-10P,3
ENSG00000237197,ENSG00000237197,IGHD1-7,2
ENSG00000282495,ENSG00000237197,IGHD1-7,2
ENSG00000233160,ENSG00000237285,HNRNPA1P2,2
ENSG00000237285,ENSG00000237285,HNRNPA1P2,2
ENSG00000237338,ENSG00000237338,FTCD-AS1,2
ENSG00000280541,ENSG00000237338,FTCD-AS1,2
ENSG00000223696,ENSG00000237398,HLA-DPA3,2
ENSG00000237398,ENSG00000237398,HLA-DPA3,2
ENSG00000237425,ENSG00000237425,RPSAP2,2
ENSG00000249814,ENSG00000237425,RPSAP2,2
ENSG00000237461,ENSG00000237461,,2
ENSG00000271086,ENSG00000237461,,2
ENSG00000237547,ENSG00000237547,IGHJ2P,2
ENSG00000282778,ENSG00000237547,IGHJ2P,2
ENSG00000237592,ENSG00000237592,IGKV1OR10-1,2
ENSG00000282178,ENSG00000237592,IGKV1OR10-1,2
ENSG00000237613,ENSG00000237613,FAM138A,2
ENSG00000282591,ENSG00000237613,FAM138A,2
ENSG00000237702,ENSG00000237702,TRBV3-1,2
ENSG00000282624,ENSG00000237702,TRBV3-1,2
ENSG00000231444,ENSG00000237775,DDR1-DT,3
ENSG00000236492,ENSG00000237775,DDR1-DT,3
ENSG00000237775,ENSG00000237775,DDR1-DT,3
ENSG00000237847,ENSG00000237847,FAM231A,2
ENSG00000279132,ENSG00000237847,FAM231A,2
ENSG00000237940,ENSG00000237940,LINC01238,3
ENSG00000280733,ENSG00000237940,LINC01238,3
ENSG00000281213,ENSG00000237940,LINC01238,3
ENSG00000237955,ENSG00000237955,,2
ENSG00000276551,ENSG00000237955,,2
ENSG00000237956,ENSG00000237956,TRIAP1P1,2
ENSG00000278364,ENSG00000237956,TRIAP1P1,2
ENSG00000224362,ENSG00000238024,DDX39BP2,4
ENSG00000227389,ENSG00000238024,DDX39BP2,4
ENSG00000235305,ENSG00000238024,DDX39BP2,4
ENSG00000238024,ENSG00000238024,DDX39BP2,4
ENSG00000238123,ENSG00000238123,MID1IP1-AS1,2
ENSG00000287729,ENSG00000238123,MID1IP1-AS1,2
ENSG00000238143,ENSG00000238143,TRPC6P4,2
ENSG00000282376,ENSG00000238143,TRPC6P4,2
ENSG00000226993,ENSG00000238211,POLR2LP1,3
ENSG00000232007,ENSG00000238211,POLR2LP1,3
ENSG00000238211,ENSG00000238211,POLR2LP1,3
ENSG00000238275,ENSG00000238275,HOMER2P2,2
ENSG00000282601,ENSG00000238275,HOMER2P2,2
ENSG00000238316,ENSG00000238316,,2
ENSG00000280926,ENSG00000238316,,2
ENSG00000238705,ENSG00000238705,MIR1976,2
ENSG00000280948,ENSG00000238705,MIR1976,2
ENSG00000238723,ENSG00000238723,Y_RNA,4
ENSG00000274754,ENSG00000238723,Y_RNA,4
ENSG00000275775,ENSG00000238723,Y_RNA,4
ENSG00000276222,ENSG00000238723,Y_RNA,4
ENSG00000238728,ENSG00000238728,MIR1972-1,2
ENSG00000239118,ENSG00000238728,MIR1972-1,2
ENSG00000238749,ENSG00000238749,Y_RNA,3
ENSG00000238933,ENSG00000238749,Y_RNA,3
ENSG00000275904,ENSG00000238749,Y_RNA,3
ENSG00000238845,ENSG00000238845,Y_RNA,2
ENSG00000273845,ENSG00000238845,Y_RNA,2
ENSG00000238854,ENSG00000238854,,2
ENSG00000276275,ENSG00000238854,,2
ENSG00000238964,ENSG00000238964,RNU7-125P,2
ENSG00000251964,ENSG00000238964,RNU7-125P,2
ENSG00000239169,ENSG00000239169,SNORD109B,2
ENSG00000274640,ENSG00000239169,SNORD109B,2
ENSG00000239257,ENSG00000239257,RPL23AP1,5
ENSG00000239784,ENSG00000239257,RPL23AP1,5
ENSG00000240845,ENSG00000239257,RPL23AP1,5
ENSG00000241880,ENSG00000239257,RPL23AP1,5
ENSG00000242039,ENSG00000239257,RPL23AP1,5
ENSG00000239285,ENSG00000239285,LY6G5B,2
ENSG00000239497,ENSG00000239285,LY6G5B,2
ENSG00000239293,ENSG00000239293,OR9P1P,2
ENSG00000282335,ENSG00000239293,OR9P1P,2
ENSG00000239457,ENSG00000239457,HLA-DOB,2
ENSG00000243612,ENSG00000239457,HLA-DOB,2
ENSG00000239463,ENSG00000239463,HLA-DMA,6
ENSG00000242361,ENSG00000239463,HLA-DMA,6
ENSG00000242685,ENSG00000239463,HLA-DMA,6
ENSG00000243189,ENSG00000239463,HLA-DMA,6
ENSG00000243215,ENSG00000239463,HLA-DMA,6
ENSG00000243719,ENSG00000239463,HLA-DMA,6
ENSG00000239568,ENSG00000239568,MTCO3P47,2
ENSG00000280505,ENSG00000239568,MTCO3P47,2
ENSG00000239715,ENSG00000239715,,3
ENSG00000281349,ENSG00000239715,,3
ENSG00000282309,ENSG00000239715,,3
ENSG00000239741,ENSG00000239741,LY6G6F,4
ENSG00000240008,ENSG00000239741,LY6G6F,4
ENSG00000240957,ENSG00000239741,LY6G6F,4
ENSG00000243003,ENSG00000239741,LY6G6F,4
ENSG00000239754,ENSG00000239754,CFB,4
ENSG00000241534,ENSG00000239754,CFB,4
ENSG00000242335,ENSG00000239754,CFB,4
ENSG00000243570,ENSG00000239754,CFB,4
ENSG00000239810,ENSG00000239810,PRAMEF11,2
ENSG00000281934,ENSG00000239810,PRAMEF11,2
ENSG00000239836,ENSG00000239836,PSMB9,2
ENSG00000243594,ENSG00000239836,PSMB9,2
ENSG00000239855,ENSG00000239855,IGKV1-6,2
ENSG00000282163,ENSG00000239855,IGKV1-6,2
ENSG00000239862,ENSG00000239862,IGKV1-37,2
ENSG00000282394,ENSG00000239862,IGKV1-37,2
ENSG00000239951,ENSG00000239951,IGKV3-20,2
ENSG00000282402,ENSG00000239951,IGKV3-20,2
ENSG00000239974,ENSG00000239974,EGFL8,2
ENSG00000240389,ENSG00000239974,EGFL8,2
ENSG00000240065,ENSG00000240065,PSMB9,2
ENSG00000243067,ENSG00000240065,PSMB9,2
ENSG00000240096,ENSG00000240096,,2
ENSG00000280562,ENSG00000240096,,2
ENSG00000240110,ENSG00000240110,XXbac-BPG254F23.6,2
ENSG00000243252,ENSG00000240110,XXbac-BPG254F23.6,2
ENSG00000240197,ENSG00000240197,,2
ENSG00000277961,ENSG00000240197,,2
ENSG00000240042,ENSG00000240296,,2
ENSG00000240296,ENSG00000240296,,2
ENSG00000240382,ENSG00000240382,IGKV1-17,2
ENSG00000281978,ENSG00000240382,IGKV1-17,2
ENSG00000240424,ENSG00000240424,,2
ENSG00000281525,ENSG00000240424,,2
ENSG00000240433,ENSG00000240433,LY6G5B,2
ENSG00000244672,ENSG00000240433,LY6G5B,2
ENSG00000240450,ENSG00000240450,CSPG4P1Y,2
ENSG00000244231,ENSG00000240450,CSPG4P1Y,2
ENSG00000240508,ENSG00000240508,PSMB9,3
ENSG00000242711,ENSG00000240508,PSMB9,3
ENSG00000243958,ENSG00000240508,PSMB9,3
ENSG00000240578,ENSG00000240578,TRBV22-1,2
ENSG00000282036,ENSG00000240578,TRBV22-1,2
ENSG00000240833,ENSG00000240833,HCG17,2
ENSG00000241701,ENSG00000240833,HCG17,2
ENSG00000240859,ENSG00000240859,LINC03014,2
ENSG00000282461,ENSG00000240859,LINC03014,2
ENSG00000240864,ENSG00000240864,IGKV1-16,2
ENSG00000282282,ENSG00000240864,IGKV1-16,2
ENSG00000240970,ENSG00000240970,RPL23AP64,2
